author_id,author,institutions,concepts,coauthor_ids,coauthors
https://openalex.org/A5000016107,George Harrison,"University of California, San Francisco",Epidemiology and Management of Bipolar Disorder|Prevention and Treatment of HIV/AIDS Infection|Schizophrenia Research and Treatment,https://openalex.org/A5054356516|https://openalex.org/A5069519658|https://openalex.org/A5088694967,James Dilley|Kimberly M. Nelson|Lisa Loeb
https://openalex.org/A5000016116,Marilyn A. Huestis,"Buffalo State University|Cornell University|Oklahoma State University Center for Health Sciences|Thomas Jefferson University|University at Buffalo, State University of New York|University of Maryland, Baltimore","Advances in Metabolomics Research|Advancing Evidence-Based Practice Implementation in Healthcare|Adverse Drug Reactions and Pharmacovigilance|Analysis and Applications of Heart Rate Variability|Analysis of Brain Functional Connectivity Networks|Analysis of Pesticide Residues in Food|Analysis of Traffic Safety and Driver Behavior|Analytical Chemistry Techniques|Attention-Deficit/Hyperactivity Disorder|Biochemical Studies of Annonaceae Family Plants|Biomedical Optical Imaging and Spectroscopy|Breastfeeding: Epidemiology, Mechanisms, and Health Outcomes|Brown Adipose Tissue Function and Physiology|Chemistry and Pharmacology of Amaryllidaceae Alkaloids|Classification of Brain Tumor Type and Grade|Cyclooxygenase-2 Inhibitors in Inflammation and Cancer|Developmental Origins of Adult Health and Disease|Diagnosis and Management of Polycystic Ovary Syndrome|Diffusion Magnetic Resonance Imaging|Drug Metabolism and Pharmacogenomics|Effects of Caffeine on Human Health|Effects of Ketogenic Diet on Health|Effects of Prenatal Alcohol Exposure on Offspring|Effects of Sleep Deprivation and Fatigue on Performance|Emotion Regulation and Psychopathology in Children and Adolescents|Endocannabinoid System and Its Effects on Health|Epidemiology and Interventions for Substance Use Disorders|Epidemiology and Management of Bipolar Disorder|Epigenetic Modifications and Their Functional Implications|Epilepsy and Seizures|Forensic Entomology and Decomposition Science|Forensic Toxicology Methods and Analysis|Genotoxicity and Carcinogenesis Mechanisms|Global Burden of Child Injury Prevention|Global Impact of Counterfeit Drugs|Global Trends in Obesity and Overweight Research|Health Economics and Quality of Life Assessment|Health Effects of Air Pollution|Heme Oxygenase and Carbon Monoxide Research|Impact of Fructose on Metabolic Health|Impact of Homelessness on Health and Well-being|Impact of Maternal Mental Health on Offspring|Impact of Persistent Organic Pollutants on Environment and Health|Improving Patient Adherence to Medication Regimens|Long-Term Effects of Testosterone on Health|Magnetic Resonance Imaging Applications in Medicine|Management of Poisoning and Toxic Exposures|Mass Spectrometry Techniques|Mechanisms of Drug-Induced Hepatotoxicity|Mobility and Driving Safety in Older Adults|Molecular Biology of Steroidogenesis and Disorders|Molecular Mechanisms of Kidney Development and Disease|Molecular Mechanisms of Synaptic Plasticity and Neurological Disorders|Mortality and Sequelae of Preterm Birth|Neonatal Brain Injury and Developmental Consequences|Neural Mechanisms of Respiratory Control and Homeostasis|Neurobiological Mechanisms of Drug Addiction and Depression|Neuroimmune Interaction in Psychiatric Disorders|Opioid Epidemic in the United States|Pancreatic Islet Dysfunction and Regeneration|Pathogenesis and Treatment of Alcoholic Liver Disease|Pharmacology of Kratom Alkaloids and Related Compounds|Post-mortem Imaging Techniques and Applications|Regulation of Puberty and Reproduction|Role of Microglia in Neurological Disorders|Role of Omega-3 Fatty Acids in Health|Schizophrenia Research and Treatment|Sleep and Insomnia|Sleep's Role in Memory Consolidation and Regulation|Smoking Cessation and Health Effects of Tobacco|Statistical Methods in Clinical Trials and Drug Development|Structure and Function of Nicotinic Receptors|Sweeteners' Taste and Impact on Health|The Exposome in Environmental Health Research|Therapeutic Potential of Psychedelic Therapy",https://openalex.org/A5000205628|https://openalex.org/A5000221223|https://openalex.org/A5000564729|https://openalex.org/A5001384972|https://openalex.org/A5001406753|https://openalex.org/A5001775538|https://openalex.org/A5001793287|https://openalex.org/A5001815664|https://openalex.org/A5001865213|https://openalex.org/A5002410528|https://openalex.org/A5002449496|https://openalex.org/A5002742676|https://openalex.org/A5003508094|https://openalex.org/A5003623944|https://openalex.org/A5003662011|https://openalex.org/A5003745579|https://openalex.org/A5003807463|https://openalex.org/A5004015653|https://openalex.org/A5004064005|https://openalex.org/A5004513163|https://openalex.org/A5004773599|https://openalex.org/A5004834451|https://openalex.org/A5005142506|https://openalex.org/A5005462893|https://openalex.org/A5005468886|https://openalex.org/A5006856090|https://openalex.org/A5007530973|https://openalex.org/A5007719765|https://openalex.org/A5007775477|https://openalex.org/A5007997639|https://openalex.org/A5008682404|https://openalex.org/A5008888266|https://openalex.org/A5010484828|https://openalex.org/A5010909363|https://openalex.org/A5011071333|https://openalex.org/A5011336941|https://openalex.org/A5011818601|https://openalex.org/A5011854403|https://openalex.org/A5012426973|https://openalex.org/A5012668362|https://openalex.org/A5012933125|https://openalex.org/A5012953910|https://openalex.org/A5013490744|https://openalex.org/A5014469670|https://openalex.org/A5014506246|https://openalex.org/A5014736796|https://openalex.org/A5016013466|https://openalex.org/A5016028146|https://openalex.org/A5016112776|https://openalex.org/A5016488627|https://openalex.org/A5017046391|https://openalex.org/A5017538495|https://openalex.org/A5017547510|https://openalex.org/A5017903830|https://openalex.org/A5017911936|https://openalex.org/A5018258467|https://openalex.org/A5018396156|https://openalex.org/A5019040923|https://openalex.org/A5019561597|https://openalex.org/A5019605511|https://openalex.org/A5019756851|https://openalex.org/A5020110744|https://openalex.org/A5020403439|https://openalex.org/A5020491182|https://openalex.org/A5020523652|https://openalex.org/A5020819406|https://openalex.org/A5021940953|https://openalex.org/A5022322169|https://openalex.org/A5022412938|https://openalex.org/A5022756881|https://openalex.org/A5022816793|https://openalex.org/A5023260986|https://openalex.org/A5023728105|https://openalex.org/A5024095937|https://openalex.org/A5024114285|https://openalex.org/A5024585230|https://openalex.org/A5024666744|https://openalex.org/A5025117123|https://openalex.org/A5025700415|https://openalex.org/A5026402806|https://openalex.org/A5026458894|https://openalex.org/A5026517414|https://openalex.org/A5026920489|https://openalex.org/A5027532580|https://openalex.org/A5027640245|https://openalex.org/A5029049883|https://openalex.org/A5029098413|https://openalex.org/A5029233314|https://openalex.org/A5029252463|https://openalex.org/A5029597528|https://openalex.org/A5029725719|https://openalex.org/A5030095177|https://openalex.org/A5030150313|https://openalex.org/A5030259008|https://openalex.org/A5031122845|https://openalex.org/A5031168514|https://openalex.org/A5031213755|https://openalex.org/A5031956235|https://openalex.org/A5032017100|https://openalex.org/A5032478677|https://openalex.org/A5032850756|https://openalex.org/A5033535451|https://openalex.org/A5033599789|https://openalex.org/A5033712043|https://openalex.org/A5034300117|https://openalex.org/A5034406366|https://openalex.org/A5034451393|https://openalex.org/A5034556422|https://openalex.org/A5034692645|https://openalex.org/A5034737251|https://openalex.org/A5034897891|https://openalex.org/A5035038863|https://openalex.org/A5035317417|https://openalex.org/A5035344925|https://openalex.org/A5035903176|https://openalex.org/A5036052378|https://openalex.org/A5036317033|https://openalex.org/A5036882280|https://openalex.org/A5036907479|https://openalex.org/A5037071382|https://openalex.org/A5037097660|https://openalex.org/A5037452444|https://openalex.org/A5037493314|https://openalex.org/A5037531553|https://openalex.org/A5037842246|https://openalex.org/A5038096107|https://openalex.org/A5038155555|https://openalex.org/A5038487059|https://openalex.org/A5038612293|https://openalex.org/A5038796529|https://openalex.org/A5039502579|https://openalex.org/A5039945355|https://openalex.org/A5040209413|https://openalex.org/A5040630134|https://openalex.org/A5041631498|https://openalex.org/A5041632549|https://openalex.org/A5042275110|https://openalex.org/A5043223342|https://openalex.org/A5043281130|https://openalex.org/A5043941542|https://openalex.org/A5044429679|https://openalex.org/A5044582750|https://openalex.org/A5044827754|https://openalex.org/A5045142512|https://openalex.org/A5045314404|https://openalex.org/A5045429640|https://openalex.org/A5045509647|https://openalex.org/A5045807221|https://openalex.org/A5045902050|https://openalex.org/A5046043754|https://openalex.org/A5046232951|https://openalex.org/A5046860140|https://openalex.org/A5047005581|https://openalex.org/A5047035051|https://openalex.org/A5047405979|https://openalex.org/A5048345843|https://openalex.org/A5049231102|https://openalex.org/A5050217926|https://openalex.org/A5050302735|https://openalex.org/A5050524342|https://openalex.org/A5051334609|https://openalex.org/A5051949605|https://openalex.org/A5052356866|https://openalex.org/A5052692175|https://openalex.org/A5052763861|https://openalex.org/A5053489635|https://openalex.org/A5053860851|https://openalex.org/A5053873974|https://openalex.org/A5054791780|https://openalex.org/A5055206246|https://openalex.org/A5055665031|https://openalex.org/A5055672929|https://openalex.org/A5056343908|https://openalex.org/A5056935646|https://openalex.org/A5057767291|https://openalex.org/A5058224561|https://openalex.org/A5058273347|https://openalex.org/A5058723175|https://openalex.org/A5058859746|https://openalex.org/A5059641798|https://openalex.org/A5059810022|https://openalex.org/A5059942593|https://openalex.org/A5060070824|https://openalex.org/A5060224736|https://openalex.org/A5060347528|https://openalex.org/A5060600349|https://openalex.org/A5060772200|https://openalex.org/A5060922338|https://openalex.org/A5061650831|https://openalex.org/A5061714533|https://openalex.org/A5062558520|https://openalex.org/A5062831534|https://openalex.org/A5063138169|https://openalex.org/A5063894679|https://openalex.org/A5064438149|https://openalex.org/A5064733559|https://openalex.org/A5065796618|https://openalex.org/A5066154447|https://openalex.org/A5067633744|https://openalex.org/A5067730675|https://openalex.org/A5068085470|https://openalex.org/A5068137057|https://openalex.org/A5068231066|https://openalex.org/A5068370605|https://openalex.org/A5068418938|https://openalex.org/A5069449714|https://openalex.org/A5069650122|https://openalex.org/A5069754212|https://openalex.org/A5069937388|https://openalex.org/A5070047106|https://openalex.org/A5070368893|https://openalex.org/A5070459529|https://openalex.org/A5070667618|https://openalex.org/A5070794096|https://openalex.org/A5071583678|https://openalex.org/A5072564132|https://openalex.org/A5072990471|https://openalex.org/A5073050075|https://openalex.org/A5074759877|https://openalex.org/A5075154200|https://openalex.org/A5075445771|https://openalex.org/A5075611077|https://openalex.org/A5076987503|https://openalex.org/A5077147226|https://openalex.org/A5077159635|https://openalex.org/A5077467235|https://openalex.org/A5077504535|https://openalex.org/A5077558659|https://openalex.org/A5077670489|https://openalex.org/A5077879457|https://openalex.org/A5078218591|https://openalex.org/A5078672454|https://openalex.org/A5078917445|https://openalex.org/A5078989100|https://openalex.org/A5079246932|https://openalex.org/A5079635112|https://openalex.org/A5079652647|https://openalex.org/A5080041821|https://openalex.org/A5080320845|https://openalex.org/A5080585906|https://openalex.org/A5081118408|https://openalex.org/A5081204904|https://openalex.org/A5081274132|https://openalex.org/A5081309819|https://openalex.org/A5082133606|https://openalex.org/A5082360112|https://openalex.org/A5082410335|https://openalex.org/A5082500942|https://openalex.org/A5083096392|https://openalex.org/A5084351153|https://openalex.org/A5084484785|https://openalex.org/A5084852641|https://openalex.org/A5084985802|https://openalex.org/A5085756994|https://openalex.org/A5085771203|https://openalex.org/A5085948453|https://openalex.org/A5085955393|https://openalex.org/A5086086391|https://openalex.org/A5086162525|https://openalex.org/A5086486265|https://openalex.org/A5086737876|https://openalex.org/A5087316047|https://openalex.org/A5087626511|https://openalex.org/A5088124545|https://openalex.org/A5089341431|https://openalex.org/A5089422462|https://openalex.org/A5090271415|https://openalex.org/A5090481591|https://openalex.org/A5091149788|https://openalex.org/A5091708678|https://openalex.org/A5092786789|https://openalex.org/A5093405257|https://openalex.org/A5100342087|https://openalex.org/A5100383299|https://openalex.org/A5100611257|https://openalex.org/A5100686019|https://openalex.org/A5100766868|https://openalex.org/A5101431306|https://openalex.org/A5101784712|https://openalex.org/A5101940168|https://openalex.org/A5102176267|https://openalex.org/A5102802348|https://openalex.org/A5102954673|https://openalex.org/A5103212152|https://openalex.org/A5103392574|https://openalex.org/A5103446078|https://openalex.org/A5103816542|https://openalex.org/A5103878927|https://openalex.org/A5104028359|https://openalex.org/A5108063331|https://openalex.org/A5108529705|https://openalex.org/A5108775285|https://openalex.org/A5108778512|https://openalex.org/A5108796786|https://openalex.org/A5109036439|https://openalex.org/A5109169096|https://openalex.org/A5109523613|https://openalex.org/A5109731772|https://openalex.org/A5110293816|https://openalex.org/A5110843137|https://openalex.org/A5111410015|https://openalex.org/A5111580482|https://openalex.org/A5112617683|https://openalex.org/A5113341338|https://openalex.org/A5113487237|https://openalex.org/A5113694781|https://openalex.org/A5113993987,Abhisheak Sharma|Aditi Das|Adren Tran|Adriana Galván|A. Eden Evins|Aimee L. McRae‐Clark|Alan J. Budney|Albert Garcia‐Romeu|Albert J. Ksinan|Alexander L. Wallace|Alexandra Ivanciu|Alexandra Potter|Alexa Torrens|Alex Mabou Tagne|Amal Isaiah|Amanda Sheffield Morris|Anders M. Dale|Andrew C. Heath|Andrew E. Jaffe|Andrew P. Prescot|Andrew S. Nencka|Andrew T. Marshall|Andrey P. Anokhin|Angela R. Laird|Anthony Juliano|Anthony Steven Dick|Anya Umlauf|Arielle Baskin‐Sommers|Arpana Agrawal|Bader Chaarani|Beatriz Luna|Beatríz Luna|Benjamin Amendolara|Bernard F. Fuemmeler|Bertha K. Madras|B.J. Casey|Bonnie J. Nagel|Breland E. Smith|Brenda A. Wiens|Brian D. Kiluk|Brion S. Maher|Bruce D. McCandliss|Carmen Gherasim|Carolina Makowski|Catherine W. Striley|Chandni Sheth|Chandra Sripada|Charles J. Heyser|Charles T. Taylor|Christie D. Fowler|Christina M. Ruiz|Christine Cloak|Christine L. Larson|Christopher D. Verrico|Christopher R. McCurdy|Chun Chieh Fan|Claire E. Knezevic|Clare E. Palmer|Claudiu Schirda|C. Lessov-Schlagger|Connor McCabe|Craig R. Colder|Dakota Grimes|Damien A. Fair|Daniele Piomelli|Daniel K. Mroczek|Danielle S. Molnar|Daniel S. Shaw|David A. Gorelick|David A. Lewis|David J. Grelotti|David L. Ashley|David Reiss|David Wing|Deanna L. Kelly|Deanna M. Barch|Deborah Yurgelun‐Todd|Deepak Cyril D’Souza|Dekang Yuan|Dennis C. Turk|Dennis J. Sholler|Donald J. Hagler|Douglas A. Granger|Duncan B. Clark|Dustin C. Lee|Dylan G. Gee|Edward G. Freedman|Eileen K. Graham|E. K.|Elizabeth R. Sowell|Emily G. Sones|Emily S. Miller|Eric C. Strain|Eric Feczko|Eric Kan|Erin A. McClure|Erin McGlade|Faizy Ahmed|Fang Liu|Finnegan J. Calabro|Frank Haist|Gary Gaffney|Gary Milavetz|Gina F. Marrone|Gladys N. Pachas|Gloria Reeves|Gregory G. Homish|Gretchen N. Neigh|Haley M Michel|Hannah Loso|Hermine H. Maes|Herry Patel|He S. Yang|Hugh Garavan|Igor Grant|Isabel R. Aks|Ishaan Tibrewal|Jack Bergman|Jack E. Henningfield|Jacqueline A. Hubbard|Jaime H. Noguez|James M. Bjork|Janetta Bryksin|Jaqlyn Colangelo|Jared Linthicum|Jarrad R. Wagner|Jay N. Giedd|Jenae M. Neiderhiser|Jenna L. Riis|Jennifer Laurent|Jessica A. Jakubowski|Jill S. Warrington|Jin‐Kyung Lee|Joanna Jacobus|Job Godino|Jody M. Ganiban|Jody Tanabe|Joel E. Kleinman|Joel L. Steinberg|John E. Schulenberg|John J. Foxe|John K. Hewitt|John M. Hettema|Joshua A. Lile|Joshua Kuperman|Julie A. Dumas|Kacey Cliburn|Kai Ling Kong|Kamisha L. Johnson‐Davis|Kara Bagot|Karl B. Scheidweiler|Kathleen M. Carroll|Kayla N. Ellefsen|Kelly E. Courtney|Kenneth E. Leonard|Kenneth J. Sher|Kevin M. Gray|Kimberly R. Warren|Kirsten E. Smith|K J Sher|Krista M. Lisdahl|Kristina A. Uban|Kristina M. Rapuano|Kyle F. Mastropietro|Laika D. Aguinaldo|Lance Richard McMahon|Lara K. Maxwell|Larry W. Hawk|Laura J. Bierut|Laura R. Stroud|L. Chang|Leon I. Puttler|Leslie D. Leve|Lia Ahonen|Linda B. Cottler|Linda Chang|Linda E. Klumpers|Lindsay M. Squeglia|Lin Lin|Lin Liu|Luba Yammine|Luke W. Hyde|Madeleine J. Swortwood|M. Alejandra Infante|Malia Bautista|Mallory Loflin|Marek C. Chawarski|Margie Mejia Hernandez|Mariana Sánchez|Maricela X. Martinez|Marie T. Banich|Mario De La Rosa|Marta Concheiro|Marybel R. Gonzalez|Mary M. Heitzeg|Mary Patricia Ball|Masha Y. Ivanova|Matthew D. Albaugh|Matthew N. Newmeyer|Matthew T. Sutherland|Max M. Owens|Meaghan McCallum|Meena M. Makary|Megan M. Herting|Mehdi Haghdoost|Melissa Hoffman|Michael C. Neale|Michael C. Riedel|Michael H. Baumann|Michael J. Mason|Michael P. Harms|Mirella Dapretto|M.J. Meloy|Monica D. Rosenberg|Mónica Luciana|Nancy Lever|Naomi P. Friedman|Natasha E. Wade|Nathaniel L. Baker|Nicholas Allgaier|Nicole K. Speer|Nicole R. Karcher|Nico U.F. Dosenbach|Norma Castro|O. Dale Williams|Oliver Grundmann|Pamela A. F. Madden|Pamela Schuetze|Panayotis K. Thanos|Patria Rojas|Paul D. Shilling|Paul E.A. Glaser|Paul Florsheim|Perry F. Renshaw|Philip Kemp|Philip M. Sobolesky|Pritam Roy|Rachel Baca|Rachel L. Tomko|Raúl González|Raymond T. Suhandynata|Rebekah S. Huber|Regina Smith James|Rejwi Dahal|Richard B. Rothman|Richard Watts|Rina D. Eiden|Robert A. Zucker|Robert H. Dworkin|Robert Hermosillo|Robert L. Fitzgerald|Robert P. McMahon|Robert R. Conley|Robert W. Buchanan|Robin P. Corley|Roger D. Weiss|Ronghe Yang|R. Todd Constable|Ryan Bogdan|Ryan G. Vandrey|Ryan Miller|Ryan M. Sullivan|Sage Hahn|Samuel W. Hawes|Sandra A. Brown|Sandra Sanford|Sarah Edwards|Sarah L. Withey|Sarah W. Feldstein-Ewing|Sara Jo Nixon|Scott Mackey|Scott Vrieze|Sean N. Hatton|Shana Adise|Shanna Babalonis|Shannon E. Ellis|Shannon Shisler|Shauna G. Simon|Sílvia Escobar|Stacy E.F. Melanson|Stefany Coxe|Stella Lee|Stephanie A. Godleski|Stephanie Feldman|Stephen M. Roper|Stephen V. Mahler|Steven G. Heeringa|Suena H. Massey|Susan F. Tapert|Susan Y. Bookheimer|Teresa R. Gray|Terry L. Jernigan|Thomas D. Marcotte|Thomas Ernst|Timothy L. Brown|Ty Brumback|Valeria Lallai|Victoria Inshishian|Vince D. Calhoun|Wesley K. Thompson|William E. Pelham|William G. Iacono|Yen-Chu Chen|Yurong Liang|Ziva D. Cooper
https://openalex.org/A5000016119,Nancy J. Malay,Miami University,Educational Data Mining and Learning Analytics|Ethical Decision Making in Organizations|Research Misconduct and Academic Integrity,https://openalex.org/A5005291112|https://openalex.org/A5050029444|https://openalex.org/A5061392825|https://openalex.org/A5112742638,A. John Bailer|Beth C. Rubin|Helaine M. Alessio|Karsten Maurer
https://openalex.org/A5000016138,Shelby Graham,Johns Hopkins University,Human Immunodeficiency Virus/Acquired Immunodeficiency Syndrome|Natural Killer Cells in Immunity|Prevention and Treatment of HIV/AIDS Infection|Role of Microglia in Neurological Disorders,https://openalex.org/A5001113666|https://openalex.org/A5003470427|https://openalex.org/A5007392842|https://openalex.org/A5014892876|https://openalex.org/A5025657472|https://openalex.org/A5027355618|https://openalex.org/A5039546368|https://openalex.org/A5043896269|https://openalex.org/A5045576072|https://openalex.org/A5050541044|https://openalex.org/A5051544364|https://openalex.org/A5067136189|https://openalex.org/A5076048298|https://openalex.org/A5083984591|https://openalex.org/A5089491542|https://openalex.org/A5090190029|https://openalex.org/A5100351339,Brandon Bullock|Celina Monteiro Abreu|Claudia R. Avalos|Daymond R. Parrilla|Edna A. Ferreira|Erin N. Shirk|Feilim Mac Gabhann|Janice E. Clements|Joseph L. Mankowski|Kelly A. Metcalf Pate|Lisa M. Mangus|Lúcio Gama|Ming Li|Rebecca T. Veenhuis|Sarah E. Beck|Shelby L. O’Connor|Suzanne E. Queen
https://openalex.org/A5000016159,Furjen Deng,Sam Houston State University,"Cancer Survivorship and Quality of Life|Epidemiology and Interventions for Substance Use Disorders|Global Trends in Obesity and Overweight Research|Health Locus of Control and Promoting Behaviors|Impact of Homelessness on Health and Well-being|Impact of Mass Incarceration on Society and Individuals|Impact of Nutrition and Eating Habits on Health|Impact of Parenting Stress on Caregivers and Families|Influence of Parental Involvement on Student Achievement|Mortality and Sequelae of Preterm Birth|Psychopathy and Criminal Behavior|Sarcopenia: Definition, Diagnosis, and Implications|Weight Stigma and Obesity Management",https://openalex.org/A5001260976|https://openalex.org/A5027097456|https://openalex.org/A5028007992|https://openalex.org/A5049393995,Danhong Chen|Maria C. Swartz|Michael S. Vaughn|Tze-Li Hsu
https://openalex.org/A5000016161,Charles A. Whitney,Harvard University,Ancient Astronomy and Mathematical Instruments|Ancient Magical Practices and Beliefs|Climate Change and Paleoclimatology|Executive Coaching and Psychodrama in Professional Development|Exploration and Study of Mars|Formation and Evolution of the Solar System|Gaia Hypothesis and Earth Systems Science|Global Sea Level Variability and Change|Paleoceanography and Geology of the Black Sea|Search for Extraterrestrial Life and Intelligence|Stellar Astrophysics and Exoplanet Studies|Theory of Social Practices in Education and Society,https://openalex.org/A5109516468,Kenneth R. Lang
https://openalex.org/A5000016175,Vincent F Vartebedian,Emory University,Cancer Immunotherapy|Immunobiology of Dendritic Cells|Nanotechnology and Imaging for Cancer Therapy and Diagnosis,https://openalex.org/A5004556215|https://openalex.org/A5020026056|https://openalex.org/A5056954884|https://openalex.org/A5061915588|https://openalex.org/A5076297695|https://openalex.org/A5088035486|https://openalex.org/A5090887063|https://openalex.org/A5101901410,Ashwathi Puravankara Menon|Erica N. Bozeman|Jaina M. Patel|Luis E. Muñoz|Periasamy Selvaraj|Ramana Lakshmanan|Ramireddy Bommireddy|Yalda Shafizadeh
https://openalex.org/A5000016188,Anika S Ghosh,Northwestern University,Biomedical Ontologies and Text Mining|Ethical Considerations in Medical Research Participation|Genetics and Pathogenesis of Type 1 Diabetes|Global Trends in Obesity and Overweight Research|Immunological Mechanisms in Atherosclerosis Development|Impact of Health Information Technology in Healthcare|Impact of Social Factors on Health Outcomes|Influence of Built Environment on Active Travel|Systemic Lupus Erythematosus and Antiphospholipid Syndrome,https://openalex.org/A5004819252|https://openalex.org/A5005099644|https://openalex.org/A5007540286|https://openalex.org/A5008906136|https://openalex.org/A5009604048|https://openalex.org/A5010072602|https://openalex.org/A5012547299|https://openalex.org/A5023940169|https://openalex.org/A5028533697|https://openalex.org/A5039658378|https://openalex.org/A5045892464|https://openalex.org/A5053670656|https://openalex.org/A5056246550|https://openalex.org/A5062339583|https://openalex.org/A5070071603|https://openalex.org/A5070937873|https://openalex.org/A5071369319|https://openalex.org/A5076495147|https://openalex.org/A5084527238|https://openalex.org/A5086482657|https://openalex.org/A5100452550,Abel Kho|Andy Wu|Anh Chung|Chunhua Weng|Daniel L. Erickson|Dinushika Mohottige|Gaurang Garg|George Hripcsak|Jennifer A. Pacheco|Jingzhi Yu|Karen Mancera‐Cuevas|Kathryn Jackson|Luke V. Rasmussen|Marynia Kolak|Myles Wolf|Ning Shang|Rosalind Ramsey‐Goldman|Ryan Schusler|Theresa L. Walunas|V. F. Mitrović|Yuan Luo
https://openalex.org/A5000016200,Frank Mulvihill,University of Alabama at Birmingham,Economics of Health Care Systems and Policies|Evolution of Child Health Services in Europe|Impact of Food Insecurity on Health Outcomes,https://openalex.org/A5008309931|https://openalex.org/A5016398366|https://openalex.org/A5029482805|https://openalex.org/A5048503758|https://openalex.org/A5049822685|https://openalex.org/A5058775448|https://openalex.org/A5069162794|https://openalex.org/A5074190582,Andrew W. Dick|Barbara J. LaClair|Cindy Brach|Janet Bronstein|Jonathan D. Klein|Kim S. Kimminau|Laura P. Shone|Peter G. Szilagyi
https://openalex.org/A5000016205,Sai V. Yalla,Rosalind Franklin University of Medicine and Science|University of Louisville|University of Wisconsin–Milwaukee,3D Concrete Printing Technology|Additive Manufacturing and 3D Printing Technologies|Additive Manufacturing of Metallic Components|Ankle Injuries and Disorders in Sports Medicine|Attention-Deficit/Hyperactivity Disorder|Automated Spine Segmentation and Identification|Automatic Road Extraction from Remote Sensing Images|Biochemicals Associated with Myofascial Pain and Inflammation|Biomechanics of Running-Related Injuries|Body Contouring Techniques and Procedures|Brain-Computer Interfaces in Neuroscience and Medicine|Cardiac Rehabilitation and Cardiovascular Health Interventions|Classification and Interventions for Cerebral Palsy|Design for Manufacture and Assembly in Manufacturing|Digital Mental Health Interventions and Efficacy|Effects of Physical Activity on Health Outcomes|Enhancing Workplace Safety Culture and Practices|Epidemiology and Impact of Traumatic Brain Injury|Ergonomics and Human Factors in Technology Use|Ergonomics and Sustainability in Human-Compatible Systems|Exercise Physiology and Cardiovascular Health|Gait Analysis and Fall Prevention in Elderly|Global Burden of Chronic Pain|Hip Arthroplasty Techniques and Materials|Inflammation and Obesity-Related Metabolic Disorders|Lower Limb Exoskeleton Robotics|Management and Treatment of Chronic Venous Disorders|Management and Treatment of Peripheral Arterial Disease|Management of Diabetes Mellitus and Hypoglycemia|Pathophysiology of Lumbar Disc Degeneration and Treatment|Pathophysiology of Parkinson's Disease|Prevention and Management of Diabetic Foot Ulcers|Prevention and Treatment of Pressure Ulcers|Principles and Interventions in Stroke Rehabilitation|Rhabdomyolysis and Compartment Syndromes|Self-Determination Theory in Human Motivation and Well-Being|Self-Management of Diabetes in Adults|Trajectory Data Mining and Analysis|Understanding Human Mobility Patterns|Wound Healing and Regeneration,https://openalex.org/A5003987271|https://openalex.org/A5004959170|https://openalex.org/A5005793844|https://openalex.org/A5006395492|https://openalex.org/A5013499143|https://openalex.org/A5013684164|https://openalex.org/A5013970223|https://openalex.org/A5016824900|https://openalex.org/A5021710852|https://openalex.org/A5022355642|https://openalex.org/A5023989051|https://openalex.org/A5024254291|https://openalex.org/A5024392818|https://openalex.org/A5026631602|https://openalex.org/A5027833564|https://openalex.org/A5031972691|https://openalex.org/A5035815795|https://openalex.org/A5040552495|https://openalex.org/A5044321399|https://openalex.org/A5050838150|https://openalex.org/A5051401339|https://openalex.org/A5051863721|https://openalex.org/A5055577717|https://openalex.org/A5065837693|https://openalex.org/A5065973720|https://openalex.org/A5066567356|https://openalex.org/A5067271806|https://openalex.org/A5072284938|https://openalex.org/A5077769280|https://openalex.org/A5081805974|https://openalex.org/A5082791745|https://openalex.org/A5086184858|https://openalex.org/A5087107671|https://openalex.org/A5088720760|https://openalex.org/A5090084667|https://openalex.org/A5091082078|https://openalex.org/A5100785066|https://openalex.org/A5100785074|https://openalex.org/A5101411842|https://openalex.org/A5101874472|https://openalex.org/A5110598688,Abagayle L. King|Adam E. Fleischer|Amanda Lin|Bijan Najafi|Cynthia Putnam|Cynthia VanDeMark|Dana Berns|David R. Burnett|Desale Habtezgi|Dorian C. Anderson|Drew Burdi|Elizabeth Moxley|Erica J. Christian|Feng Lin|Frank E. DiLiberto|Gurtej S. Grewal|Jacquelyn Ortiz|Janki Patel|J. A. Pérez Ortiz|Jermaine Bean|Jinghui Cheng|Katie Landry|Kristin L. Schneider|Laura Aylward|Lauren Attewell|Melissa Skratsky|Michael J. Voor|Michelle Winder|Naira Campbell-Kyureghyan|Navdeep Dhatt|Niral A. Patel|Noah J. Rosenblatt|Rachel H. Albright|Ryan T. Crews|Stephanie C. Wu|Sungsoon Hwang|Sunjung Kim|Sun Jung Kim|Timothy P. Cheung|Vansanth Subramanian|Vasanth Subramanian
https://openalex.org/A5000016207,Robert Brignall,Andrews University|University of St Andrews,Arithmetic of Multiple Zeta Values and Related Functions|Automata Theory and Formal Languages|Combinatorial Mathematics and Algebraic Combinatorics|Fuzzy Logic and Residuated Lattices|Optical Code Division Multiple Access,https://openalex.org/A5007565202|https://openalex.org/A5026309695|https://openalex.org/A5076978470,Nik Ruškuc|Sophie Huczynska|Vincent Vatter
https://openalex.org/A5000016218,Amanda Fountain,Eastern Illinois University,Crisis Communication and Social Media Use,"",""
